date,type,price,shares,cost,cash,equity,return
2020-03-12 00:00:00+08:00,BUY,540.0438378295897,3000,3005.343957521667,8376863.142553709,10000000.0,
2020-03-19 00:00:00+08:00,SELL,480.6532650146484,3000,7000.714804938355,9811822.222792717,9820266.340795897,-0.10997361446365019
2020-09-11 00:00:00+08:00,BUY,566.3271138916015,3000,3151.6103888067623,8109689.270729106,9811822.222792717,
2020-10-20 00:00:00+08:00,SELL,633.7041624755859,3000,9229.901126456909,10001571.857029406,10012704.773658793,0.11897196325458087
2020-11-10 00:00:00+08:00,BUY,676.1601037597655,2000,2508.55398494873,8646743.095524926,10001571.857029406,
2020-11-12 00:00:00+08:00,SELL,608.869707824707,2000,5912.124862977905,9858570.386311362,9865701.469548363,-0.09951843588654899
2020-11-25 00:00:00+08:00,BUY,578.340091430664,3000,3218.4626088116447,8120331.649410558,9858570.386311362,
2021-01-18 00:00:00+08:00,SELL,675.6655770263671,3000,9841.069129389038,10137487.31136027,10149357.406246495,0.16828417576057209
2021-07-28 00:00:00+08:00,BUY,799.3298423461913,2000,2965.5137151043696,8535862.112952784,10137487.31136027,
2021-09-02 00:00:00+08:00,SELL,871.2197660522461,2000,8459.54392836731,10269842.101128908,10280045.828773096,0.08993774521797364
2021-10-15 00:00:00+08:00,BUY,692.8708896484375,2000,2570.551000595703,8881529.770831438,10269842.101128908,
2021-11-01 00:00:00+08:00,SELL,821.6381716918945,2000,7978.106647128296,10516828.007568099,10526451.035479875,0.18584599810333138
2022-02-08 00:00:00+08:00,BUY,873.8511886596679,2000,3241.9879099273676,8765883.642338835,10516828.007568099,
2022-02-24 00:00:00+08:00,SELL,865.0221124877929,2000,8399.364712256469,10487528.502602164,10497659.643315397,-0.010103638109615851
2022-03-08 00:00:00+08:00,BUY,795.7812533569335,2000,2952.348449954223,8893013.647438342,10487528.502602164,
2022-05-03 00:00:00+08:00,SELL,916.3745172729492,2000,8897.996562720338,10716864.685421519,10727597.265602404,0.15154071977356043
2022-05-24 00:00:00+08:00,BUY,783.3609475097655,2000,2906.26911526123,9147236.521286726,10716864.685421519,
2022-05-26 00:00:00+08:00,SELL,700.3403404541016,2000,6800.304705809325,10541116.89748912,10549319.284958601,-0.10598001766564832
2022-06-21 00:00:00+08:00,BUY,696.7386451416015,3000,3877.3505602130126,8447023.611504102,10541116.89748912,
2022-06-30 00:00:00+08:00,SELL,636.8680486450195,3000,9275.983128514708,10348351.774310647,10359540.274101758,-0.08592977713244863
2022-07-01 00:00:00+08:00,BUY,607.0140614624023,3000,3378.033252038269,8523931.556671401,10348351.774310647,
2022-08-24 00:00:00+08:00,SELL,719.1034799194335,3000,10473.742185026551,10670768.254244676,10683401.46633937,0.18465703774141304
2022-09-15 00:00:00+08:00,BUY,714.1341971435546,2000,2649.4378714025875,9239850.422086164,10670768.254244676,
2022-10-17 00:00:00+08:00,SELL,625.9032553710938,2000,6077.52060965332,10485579.4122187,10492909.992398664,-0.12354952630104159
2022-10-19 00:00:00+08:00,BUY,615.2540437011718,3000,3423.8887531970213,8636393.392361987,10485579.4122187,
2022-10-21 00:00:00+08:00,SELL,563.7698333129882,3000,8211.307622203674,10319491.584678749,10329395.894803394,-0.08367959693279055
2022-10-24 00:00:00+08:00,BUY,585.9562815551757,3000,3260.846706854553,8558361.893306367,10319491.584678749,
2022-11-02 00:00:00+08:00,SELL,717.2760245361328,3000,10447.125297368773,10699742.841617396,10712343.94897043,0.22411184437245701
2022-12-22 00:00:00+08:00,BUY,759.9120459594726,2000,2819.2736905096435,9177099.476007942,10699742.841617396,
2023-01-05 00:00:00+08:00,SELL,660.6248466796875,2000,6414.667261259766,10491934.502106057,10499671.741632942,-0.13065617239219324
2023-08-11 00:00:00+08:00,BUY,1506.3768201904295,1000,2794.3290014532467,8982763.352914175,10491934.502106057,
2023-09-12 00:00:00+08:00,SELL,1384.052184448242,1000,6719.573355496215,10360095.964006921,10368200.974984488,-0.08120453933081874
2023-09-20 00:00:00+08:00,BUY,1305.5266345214843,1000,2421.7519070373537,9052147.5775784,10360095.964006921,
2023-10-02 00:00:00+08:00,SELL,1565.4108054199219,1000,7600.069460313722,10609958.313538007,10619125.360781524,0.19906462574292336
2024-07-23 00:00:00+08:00,BUY,2109.1346154785156,1000,3912.4447117126465,8496911.253347779,10609958.313538007,
2024-07-26 00:00:00+08:00,SELL,1915.768593017578,1000,9301.056519100342,10403378.789846256,10414597.532644654,-0.09168026594502936
2024-07-29 00:00:00+08:00,BUY,1846.7076557617186,1000,3425.642701437988,8553245.4913831,10403378.789846256,
2024-09-04 00:00:00+08:00,SELL,1624.7658197021485,1000,7888.238054653931,10170123.073030595,10179637.703297162,-0.12018244217871336
2024-09-06 00:00:00+08:00,BUY,1666.8966767578124,1000,3092.0933353857417,8500134.302937396,10170123.073030595,
2024-10-14 00:00:00+08:00,SELL,1930.3187255859375,1000,9371.697412719726,10421081.331110613,10432385.279499896,0.15803142000408363
2024-11-11 00:00:00+08:00,BUY,2026.5186347656247,1000,3759.192067490234,8390803.504277498,10421081.331110613,
2024-11-14 00:00:00+08:00,SELL,2192.2213557128907,1000,10643.234681986085,10572381.625308402,10585219.275761873,0.08176718343694393
