date,type,price,shares,cost,cash,equity,return
2020-03-09 00:00:00+08:00,BUY,18.808164680480957,106000,3698.2494211229705,8002636.294447895,10000000.0,
2020-03-13 00:00:00+08:00,SELL,17.064171798706056,106000,8781.734732768098,9802656.77037797,9813249.117934223,-0.0927253090028933
2020-03-16 00:00:00+08:00,BUY,16.46643739891052,119000,3634.8837236225036,7839515.836183995,9802656.77037797,
2020-03-18 00:00:00+08:00,SELL,14.912600852966309,119000,8615.680579797021,9605499.65710719,9615891.713564366,-0.09436385711744912
2020-03-23 00:00:00+08:00,BUY,14.27339247226715,134000,3547.937166831445,7689317.12865656,9605499.65710719,
2020-03-25 00:00:00+08:00,SELL,17.212556133270265,134000,11197.972643621637,9984601.677871153,9998108.441827945,0.2059190670132443
2020-08-20 00:00:00+08:00,BUY,24.25274604988098,82000,3689.0852016473955,7992187.416579265,9984601.677871153,
2020-09-10 00:00:00+08:00,SELL,23.342646560668946,82000,9292.941022267913,9896991.493531851,9908200.447585125,-0.03752562647298654
2020-09-14 00:00:00+08:00,BUY,23.624843307495116,83000,3637.398999838486,7932492.100009918,9896991.493531851,
2020-12-09 00:00:00+08:00,SELL,25.18342860031128,83000,10148.040305924436,10012568.63352983,10024808.990726471,0.0659723018066196
2021-05-04 00:00:00+08:00,BUY,24.448964105606077,81000,3673.579101687841,8028528.961874051,10012568.63352983,
2021-05-17 00:00:00+08:00,SELL,21.854359725952147,81000,8594.336234029312,9790137.763442146,9800504.07478909,-0.10612328475131569
2021-05-19 00:00:00+08:00,BUY,22.879208204269407,85000,3607.4791536081784,7841797.586925638,9790137.763442146,
2021-07-01 00:00:00+08:00,SELL,24.321784240722657,85000,10036.992311540223,9899112.255075524,9911218.668468606,0.0630518339434516
2021-08-02 00:00:00+08:00,BUY,23.306020469665526,84000,3631.5441095832825,7937774.991514036,9899112.255075524,
2021-10-13 00:00:00+08:00,SELL,24.186463611602782,84000,9863.723590083846,9959574.211298587,9971471.631528685,0.03777749801100607
2022-02-24 00:00:00+08:00,BUY,24.69931338691711,80000,3665.3781066184993,7979963.762238599,9959574.211298587,
2022-03-09 00:00:00+08:00,SELL,24.270735563278198,80000,9426.753692777253,9912195.853608077,9923566.209748365,-0.017351811239656807
2022-05-11 00:00:00+08:00,BUY,23.052692749023436,85000,3634.83332920227,7949082.136611883,9912195.853608077,
2022-06-01 00:00:00+08:00,SELL,24.102185943603516,85000,9946.369584276581,9987821.572233904,9999818.67835993,0.0455258396928289
2022-07-04 00:00:00+08:00,BUY,22.208272741317746,89000,3666.4747882278534,8007618.823468396,9987821.572233904,
2022-07-26 00:00:00+08:00,SELL,23.363638807296752,89000,10095.31151043889,10076887.36580737,10089064.122616956,0.05202412990135367
2023-08-14 00:00:00+08:00,BUY,105.37415927124022,19000,3713.9122435148615,8071064.427410291,10076887.36580737,
2023-08-17 00:00:00+08:00,SELL,121.66912552642822,19000,11223.368484185372,10371554.443928242,10385091.83982484,0.15463911046012385
2023-09-12 00:00:00+08:00,BUY,96.39609685516356,21000,3755.1099529928965,8343481.300016814,10371554.443928242,
2023-10-18 00:00:00+08:00,SELL,85.82861336517334,21000,8750.656275646248,10137131.524409808,10147686.385771208,-0.1096256366673021
2023-11-01 00:00:00+08:00,BUY,84.58285040283202,23000,3608.7273124368285,8188117.237832235,10137131.524409808,
2023-11-20 00:00:00+08:00,SELL,94.03419808959961,23000,10500.32872967514,10340403.46516335,10353068.745400595,0.11174070915977476
2023-12-05 00:00:00+08:00,BUY,84.2993258895874,24000,3753.005988604431,8313466.637824648,10340403.46516335,
2024-01-19 00:00:00+08:00,SELL,100.91935773468018,24000,11759.123563244933,10723772.099893726,10737955.712531678,0.19715497923270678
2024-06-17 00:00:00+08:00,BUY,100.64886527252196,21000,3920.7765466910923,8606225.152624074,10723772.099893726,
2024-07-29 00:00:00+08:00,SELL,91.76960398864746,21000,9356.369974662552,10524030.46641101,10535315.927160207,-0.08822018270978577
2024-08-05 00:00:00+08:00,BUY,83.9195061416626,25000,3891.767097319603,8422151.045772124,10524030.46641101,
2024-08-12 00:00:00+08:00,SELL,99.01457192230225,25000,12017.893667069437,10885497.450162612,10899993.185969878,0.17987553162143285
2024-09-04 00:00:00+08:00,BUY,90.98539523315429,23000,3881.891887622528,8788951.467912441,10885497.450162612,
2024-09-25 00:00:00+08:00,SELL,100.94656743621826,23000,11272.198452765313,11099450.320492696,11113046.61409164,0.10948100162161192
2024-10-11 00:00:00+08:00,BUY,105.02038177490233,21000,4091.0689720413206,8889931.234247705,11099450.320492696,
2024-10-15 00:00:00+08:00,SELL,105.29354972076416,21000,10735.20386178051,11090360.574521972,11103309.15630581,0.0026010945803580216
2024-12-16 00:00:00+08:00,BUY,103.0845184020996,21000,4015.65741435379,8921570.030663526,11090360.574521972,
2024-12-24 00:00:00+08:00,SELL,103.84455308532715,21000,10587.47140981453,11091718.174045581,11104488.563988721,0.007372927525963633
2024-12-30 00:00:00+08:00,BUY,100.66469682312011,22000,4108.126277351532,8872986.717659587,11091718.174045581,
