股票代碼,股票名稱,總報酬率,年化報酬率,夏普比率,最大回撤,交易次數,勝率
2330.TW,台積電,0.00046693997082244607,9.690865666356352e-05,-0.3214715351724377,-0.06947393378985578,17,0.5294117647058824
