date,type,price,shares,cost,cash,equity,return
2020-03-19 00:00:00+08:00,BUY,141.26117620849607,14000,3668.552746134643,8018674.980334921,10000000.0,
2020-03-24 00:00:00+08:00,SELL,167.0861340637207,14000,11356.844532311097,10346524.0126947,10360222.404651327,0.18281709489030432
2020-08-28 00:00:00+08:00,BUY,528.8550479125976,3000,2943.0783416336053,8757015.790615274,10346524.0126947,
2020-09-07 00:00:00+08:00,SELL,466.7150382385254,3000,6797.704531944122,10150363.200798906,10158562.451992227,-0.11749913311660759
2020-09-09 00:00:00+08:00,BUY,383.01345968627925,5000,3552.44983859024,8231743.45252892,10150363.200798906,
2020-09-15 00:00:00+08:00,SELL,437.1278032836914,5000,10611.27742471161,10406771.191522665,10419570.295790639,0.14128574917898812
2020-09-23 00:00:00+08:00,BUY,504.9465502624511,4000,3746.703402947387,8383238.287069913,10406771.191522665,
2020-09-25 00:00:00+08:00,SELL,461.46565420532227,4000,8961.663004667358,10220139.240886535,10230948.61421835,-0.08610989823483142
2020-11-09 00:00:00+08:00,BUY,569.0212115478515,3000,3166.603042263793,8509909.003200717,10220139.240886535,
2020-11-17 00:00:00+08:00,SELL,575.5197293701171,3000,8382.444858275756,10228085.746452793,10238196.478786655,0.011420519464623045
2021-04-09 00:00:00+08:00,BUY,776.5465838012694,2000,2880.9878259027096,8672111.591024352,10228085.746452793,
2021-04-12 00:00:00+08:00,SELL,697.6865028076172,2000,6774.535942261963,10060710.060697325,10068881.366414977,-0.10155228628735267
2021-04-14 00:00:00+08:00,BUY,567.1085952758789,3000,3155.959332710266,8356228.315536978,10060710.060697325,
2021-04-15 00:00:00+08:00,SELL,509.6641725769043,3000,7423.258673582611,9877797.574594108,9886751.356308462,-0.1012935144653024
2021-04-19 00:00:00+08:00,BUY,465.73669476318355,4000,3455.7662751428215,8011395.029266232,9877797.574594108,
2021-04-22 00:00:00+08:00,SELL,421.8569261169434,4000,8192.46150519104,9690630.272228815,9700511.850555293,-0.09421582868524461
2021-04-26 00:00:00+08:00,BUY,400.2275254516601,4000,2969.6882388513177,8086750.482183323,9690630.272228815,
2021-04-28 00:00:00+08:00,SELL,482.94031283569336,4000,9378.700875269165,10009133.032650828,10020445.428472385,0.20666441492421395
2021-08-10 00:00:00+08:00,BUY,548.9380991821289,3000,3054.8405219485476,8359263.894582493,10009133.032650828,
2021-08-13 00:00:00+08:00,SELL,566.929939086914,3000,8257.334562800903,10051796.377280435,10061756.204152806,0.03277571721035842
2021-08-16 00:00:00+08:00,BUY,544.1564668579101,3000,3028.23073806427,8416298.74596864,10051796.377280435,
2021-08-25 00:00:00+08:00,SELL,657.6005302734375,3000,9577.951723432618,10379522.38506552,10391075.11315614,0.2084769185425298
2021-11-25 00:00:00+08:00,BUY,951.0165337524413,2000,3528.2713402215572,8473961.046220416,10379522.38506552,
2022-01-11 00:00:00+08:00,SELL,864.4082860107421,2000,8393.404457164306,10194384.213784736,10204508.165361041,-0.09106912936620315
2022-04-22 00:00:00+08:00,BUY,828.5225190429686,2000,3073.818545649414,8534265.35715315,10194384.213784736,
2022-06-15 00:00:00+08:00,SELL,759.4856647338867,2000,7374.605804566039,10045862.080816356,10054757.178442212,-0.08332525999272396
2022-06-20 00:00:00+08:00,BUY,682.880073852539,2000,2533.4850739929198,8677568.448037285,10045862.080816356,
2022-07-01 00:00:00+08:00,SELL,615.0967509155273,2000,5972.589451389771,9901789.36041695,9908993.374795098,-0.09926094717423078
2022-10-13 00:00:00+08:00,BUY,665.1513032226562,2000,2467.7113349560545,8569019.042636681,9901789.36041695,
2022-10-18 00:00:00+08:00,SELL,654.0745187988281,2000,6351.063577536621,9870817.016656801,9878477.538730431,-0.016653029724456907
2022-10-21 00:00:00+08:00,BUY,605.5709083251952,3000,3370.0021048297112,8050734.289576385,9870817.016656801,
2022-11-04 00:00:00+08:00,SELL,706.7123800048828,3000,10293.265814771119,10160578.163776264,10172993.688990448,0.16701837933300126
2022-12-29 00:00:00+08:00,BUY,751.1032581787108,2000,2786.593087843017,8655585.054330999,10160578.163776264,
2023-02-01 00:00:00+08:00,SELL,865.6008788452149,2000,8404.984533587036,10378381.827487841,10388519.746713812,0.1524392544164168
2024-08-05 00:00:00+08:00,BUY,2066.8614274902343,1000,3834.0279479943847,8307686.372049613,10378381.827487841,
2024-08-16 00:00:00+08:00,SELL,2425.302250488281,1000,11774.842426120606,10721213.780111773,10735416.352518363,0.17342276469559803
2024-10-07 00:00:00+08:00,BUY,1849.3471334228514,1000,3430.5389324993894,8868436.107756423,10721213.780111773,
2024-11-04 00:00:00+08:00,SELL,2157.3844013671874,1000,10474.101268637696,11015346.407854972,11027980.053068923,0.16656541239729686
