date,type,price,shares,cost,cash,equity,return
2020-02-27 00:00:00+08:00,BUY,124.16586616516112,16000,3685.242907781982,8009660.89844964,10000000.0,
2020-03-13 00:00:00+08:00,SELL,113.14234437561035,16000,8788.897311097413,9811149.511148307,9821750.498059016,-0.08878061362603201
2020-03-16 00:00:00+08:00,BUY,108.92300028228759,18000,3636.9389794255826,7846898.567087705,9811149.511148307,
2020-03-19 00:00:00+08:00,SELL,96.34528495788574,18000,8419.614452469636,9572694.08187718,9582849.647409972,-0.11547345640319424
2020-03-23 00:00:00+08:00,BUY,97.49084896087645,19000,3436.0649716260905,7716931.886648901,9572694.08187718,
2020-04-06 00:00:00+08:00,SELL,117.26232762908936,19000,10816.863412145347,9934099.248189453,9947146.32604099,0.20280343108046273
2020-08-26 00:00:00+08:00,BUY,167.47985832214354,11000,3417.426509063339,8088403.380136811,9934099.248189453,
2020-11-09 00:00:00+08:00,SELL,192.80927128601076,11000,10296.979133029405,10199008.3851499,10211428.389292084,0.15123856216278073
2021-05-13 00:00:00+08:00,BUY,315.8380139465332,6000,3515.277095224914,8300465.024375476,10199008.3851499,
2021-05-24 00:00:00+08:00,SELL,320.80039947509766,6000,9344.915636709595,10215922.505589353,10227194.150352038,0.015711805765738326
2021-08-03 00:00:00+08:00,BUY,359.3563728637695,5000,3333.030358311462,8415807.610912194,10215922.505589353,
2021-08-19 00:00:00+08:00,SELL,319.4625662841797,5000,7754.9537965484615,10005365.488536544,10014719.354076257,-0.1110146072036223
2021-08-25 00:00:00+08:00,BUY,319.0815802001953,6000,3551.3779876281733,8087324.629347744,10005365.488536544,
2021-09-06 00:00:00+08:00,SELL,291.9636340026855,6000,8504.900658498229,9830601.53270536,9840859.968703214,-0.08498750125436778
2021-10-04 00:00:00+08:00,BUY,271.79764916992184,7000,3529.292474471435,7924488.696041435,9830601.53270536,
2021-11-01 00:00:00+08:00,SELL,284.1553185424805,7000,9657.0185006662,9903918.907338131,9915567.004146904,0.0454664321428067
2022-01-13 00:00:00+08:00,BUY,338.8115565795898,5000,3142.4771872756955,8206718.647252906,9903918.907338131,
2022-02-07 00:00:00+08:00,SELL,309.95676177978515,5000,7524.200392204285,9748978.255759627,9758053.791295875,-0.08516473018542513
2022-02-10 00:00:00+08:00,BUY,317.7209069213867,6000,3536.233694035034,7839116.580537271,9748978.255759627,
2022-03-28 00:00:00+08:00,SELL,288.56871688842773,6000,8406.0067229599,9562122.875144877,9572262.027314615,-0.09175408164176008
2022-03-30 00:00:00+08:00,BUY,288.80624844360347,6000,3214.413545177307,7826070.970938078,9562122.875144877,
2022-04-11 00:00:00+08:00,SELL,265.143740020752,6000,7723.637146804505,9409209.773915786,9418525.86595761,-0.08193212075697931
2022-04-25 00:00:00+08:00,BUY,254.78904989624021,7000,3308.4358129026787,7622377.988829202,9409209.773915786,
2022-06-20 00:00:00+08:00,SELL,231.87343949890138,7000,7880.218841370162,9237611.846480142,9247116.80413682,-0.0899395417765047
2022-06-22 00:00:00+08:00,BUY,218.39061201477048,8000,3240.916682299194,7487246.033679679,9237611.846480142,
2022-07-01 00:00:00+08:00,SELL,195.88722967529296,8000,7608.26000058838,9046735.611081434,9055912.537585929,-0.10304189420905853
2022-07-04 00:00:00+08:00,BUY,201.38198219299315,8000,2988.5086157440182,7432691.244921746,9046735.611081434,
2022-07-27 00:00:00+08:00,SELL,216.73603468322753,8000,8418.027587096558,9158161.494800469,9168315.146288933,0.07624342715784732
2022-09-26 00:00:00+08:00,BUY,182.68547843933104,10000,3388.8156250495904,7327917.894782109,9158161.494800469,
2022-10-17 00:00:00+08:00,SELL,204.03503379821777,10000,9905.900890903473,9358362.331873383,9370310.625495,0.11686509262407968
2023-08-22 00:00:00+08:00,BUY,343.5847270812988,5000,3186.7483436790467,7637251.94812321,9358362.331873383,
2023-09-04 00:00:00+08:00,SELL,367.99930810546874,5000,8933.183204260255,9468315.305446293,9479090.32702946,0.0710584001552344
2024-07-22 00:00:00+08:00,BUY,497.020877380371,3000,2765.9211826217643,7974486.752122559,9468315.305446293,
2024-11-12 00:00:00+08:00,SELL,455.7965548095703,3000,6638.676820801391,9335237.739730468,9343245.174974121,-0.08294283891670746
