date,type,price,shares,cost,cash,equity,return
2020-02-10 00:00:00+08:00,BUY,64.25828588867186,31000,3695.1727300280754,8004297.964721144,10000000.0,
2020-03-12 00:00:00+08:00,SELL,58.42076498794555,31000,8792.617234510746,9806549.062112946,9817154.535918653,-0.09084464081161261
2020-03-16 00:00:00+08:00,BUY,55.71662974929809,35000,3617.4021864731785,7852849.61870104,9806549.062112946,
2020-04-14 00:00:00+08:00,SELL,58.18614800262451,35000,9887.28119934597,9879477.517593551,9891403.352526724,0.044322821829644685
2021-05-04 00:00:00+08:00,BUY,89.39558832550048,22000,3648.233959563675,7909126.340472977,9879477.517593551,
2021-05-17 00:00:00+08:00,SELL,80.7475255279541,22000,8624.643201640776,9676947.258886326,9687350.125873368,-0.09673925704317435
2021-07-06 00:00:00+08:00,BUY,95.98697384643553,20000,3561.116729702758,7753646.665227912,9676947.258886326,
2021-07-16 00:00:00+08:00,SELL,98.26201407623292,20000,9541.241566802215,9709345.70518577,9720854.154241584,0.02370155176927548
2021-11-12 00:00:00+08:00,BUY,93.11843128967284,20000,3454.6938008468624,7843522.385591466,9709345.70518577,
2021-11-18 00:00:00+08:00,SELL,91.22719345092773,20000,8858.160484085083,9659208.094125936,9669892.624849278,-0.020310026839497
2023-10-24 00:00:00+08:00,BUY,92.57617204284666,20000,3434.5759827896113,7804250.077286213,9659208.094125936,
2023-11-17 00:00:00+08:00,SELL,96.3387378616333,20000,9354.491446364595,9721670.343072515,9732953.537979573,0.040642918536804774
2024-02-20 00:00:00+08:00,BUY,97.4733830871582,19000,3435.449386906891,7866240.615029602,9721670.343072515,
2024-03-06 00:00:00+08:00,SELL,100.09829546356201,19000,9233.567265036278,9758874.661572244,9770012.000222474,0.0269295298189936
2024-08-02 00:00:00+08:00,BUY,180.14402961730954,10000,3341.671749401092,7954092.693649747,9758874.661572244,
2024-08-05 00:00:00+08:00,SELL,161.95029908752443,10000,7862.687020699312,9565732.997504292,9575216.80863998,-0.1009954677289895
2024-08-07 00:00:00+08:00,BUY,164.68932032775876,11000,3360.4855812879177,7750789.988317657,9565732.997504292,
2024-10-07 00:00:00+08:00,SELL,190.38798893737794,11000,10167.67054920067,9834890.196079614,9847154.230871368,0.15604332180419841
2024-11-27 00:00:00+08:00,BUY,189.80323056030272,10000,3520.8499268936152,7933337.040549693,9834890.196079614,
2024-12-12 00:00:00+08:00,SELL,181.71208795166015,10000,8822.1218700531,9741635.798196241,9752276.85988563,-0.04262910902389472
2024-12-16 00:00:00+08:00,BUY,175.79738690185545,11000,3587.1456797323603,7804277.396596099,9741635.798196241,
