date,type,price,shares,cost,cash,equity,return
2020-03-16 00:00:00+08:00,BUY,22.80733999061584,87000,3680.7625643855376,8012080.658252036,10000000.0,
2020-04-14 00:00:00+08:00,SELL,25.48571923828125,87000,10764.785520461426,10218573.446462043,10231557.709033286,0.1174349682500211
2020-05-18 00:00:00+08:00,BUY,23.92901069641113,85000,3773.006761556625,8180834.53050554,10218573.446462043,
2020-06-18 00:00:00+08:00,SELL,24.44091624069214,85000,10086.155109627629,10248226.255854744,10260391.968402268,0.021392674806977523
2020-08-20 00:00:00+08:00,BUY,24.669618728637694,83000,3798.2578475547025,8196849.643530261,10248226.255854744,
2020-11-13 00:00:00+08:00,SELL,25.16832035636902,83000,10141.952212404241,10275678.280896485,10287911.29476012,0.020215214236465197
2021-05-17 00:00:00+08:00,BUY,30.94488491821289,66000,3788.582260536804,8229527.294033897,10275678.280896485,
2021-07-19 00:00:00+08:00,SELL,35.619237075805664,66000,11413.47213620041,10568983.46890087,10582750.163906943,0.15105411346486033
2021-09-27 00:00:00+08:00,BUY,34.477455249786374,61000,3901.296448789578,8461957.402215112,10568983.46890087,
2021-10-12 00:00:00+08:00,SELL,30.96771001625061,61000,9171.242159862699,10341816.471046537,10352878.634438623,-0.10179826811775822
2021-10-14 00:00:00+08:00,BUY,30.372992109298703,68000,3831.249224666938,8272621.758389559,10341816.471046537,
2021-11-03 00:00:00+08:00,SELL,33.09776281356812,68000,10926.895415271378,10512342.73429692,10525522.530484285,0.0897103154823928
2022-06-23 00:00:00+08:00,BUY,34.477455249786374,60000,3837.340769301223,8439858.078540437,10512342.73429692,
2022-07-04 00:00:00+08:00,SELL,30.558085870742797,60000,8901.570414147376,10264441.660370857,10275178.551257722,-0.11367919559747268
2022-07-06 00:00:00+08:00,BUY,29.470015220642086,69000,3772.014598166084,8227238.595548387,10264441.660370857,
2022-07-22 00:00:00+08:00,SELL,34.23469389724731,69000,11468.451282108363,10577964.023176342,10591797.0328958,0.16167886717845453
2022-09-23 00:00:00+08:00,BUY,30.09288516426086,70000,3907.5611385792727,8467554.500539504,10577964.023176342,
2022-09-28 00:00:00+08:00,SELL,27.511601560592652,70000,9349.817790367411,10384016.791990623,10395294.34963008,-0.08577720579394
2022-10-03 00:00:00+08:00,BUY,27.079164691925047,76000,3817.620638267593,8322182.654766051,10384016.791990623,
2022-11-10 00:00:00+08:00,SELL,30.032759519577027,76000,11081.48760753353,10593590.890646372,10606957.152751891,0.10907259737346092
2023-04-18 00:00:00+08:00,BUY,40.77386454010009,51000,3857.411454816169,8510266.387646452,10593590.890646372,
2023-05-26 00:00:00+08:00,SELL,45.20394590377808,51000,11192.72302550497,10804474.905713629,10817975.337689176,0.10865002406924439
2024-01-11 00:00:00+08:00,BUY,73.26067986297606,29000,3941.0582732287967,8675974.131414095,10804474.905713629,
2024-01-16 00:00:00+08:00,SELL,73.67672254943848,29000,10373.31415134819,10802225.771196462,10814737.849065462,0.005678935647888726
2024-04-16 00:00:00+08:00,BUY,93.64217839050292,23000,3995.2435410308076,8644460.424673865,10802225.771196462,
2024-05-06 00:00:00+08:00,SELL,81.55056994628906,23000,9106.34439305237,10511017.18904546,10522001.074087927,-0.12912566379852797
2024-05-08 00:00:00+08:00,BUY,82.27737798309326,25000,3815.61340396595,8450267.126064163,10511017.18904546,
2024-06-18 00:00:00+08:00,SELL,97.95442250061035,25000,11889.218031011582,10887238.47054841,10901579.000453811,0.19053894158778956
2024-07-30 00:00:00+08:00,BUY,102.58361363983153,21000,3996.1446693396365,8728986.439442609,10887238.47054841,
2024-08-05 00:00:00+08:00,SELL,90.07398989868165,21000,9183.493640120087,10611356.733674802,10622433.67455003,-0.12194563339395367
2024-09-05 00:00:00+08:00,BUY,107.8813636779785,19000,3802.278662830352,8557808.54513038,10611356.733674802,
2024-10-14 00:00:00+08:00,SELL,123.04664524841309,19000,11350.437790939864,10884344.367059289,10898035.031336434,0.14057369181671023
2024-12-12 00:00:00+08:00,BUY,111.73426515960692,19000,3938.074175550346,8757455.254851207,10884344.367059289,
