date,type,price,shares,cost,cash,equity,return
2020-03-09 00:00:00+08:00,BUY,10.825358267784118,184000,3694.9112839600753,8004439.167443762,10000000.0,
2020-03-17 00:00:00+08:00,SELL,9.870515493392944,184000,8817.528900557785,9811796.489327505,9822432.011071691,-0.08820426546368934
2020-03-18 00:00:00+08:00,BUY,9.926240940093994,197000,3627.3958579432488,7852699.628271045,9811796.489327505,
2020-04-13 00:00:00+08:00,SELL,10.624265192985535,197000,10161.41907985312,9935518.452209342,9947774.946607532,0.07032110716475627
2020-08-27 00:00:00+08:00,BUY,16.582002754211423,119000,3660.3941979784004,7958599.7302602045,9935518.452209342,
2020-09-15 00:00:00+08:00,SELL,19.07455145072937,119000,11020.226727901641,10217451.126169099,10230743.496663403,0.15031650479523048
2021-03-10 00:00:00+08:00,BUY,35.16592913818359,58000,3783.5023159771727,8174043.7338384725,10217451.126169099,
2021-04-08 00:00:00+08:00,SELL,40.712489250183104,58000,11464.22984795906,10523903.880501132,10537731.798413668,0.15772539636886743
2021-05-17 00:00:00+08:00,BUY,33.201778228759764,63000,3880.12581270401,8428311.726276563,10523903.880501132,
2021-05-25 00:00:00+08:00,SELL,39.12922378921509,63000,11968.260034288274,10881484.564962827,10895920.433704542,0.17852795472625932
2021-10-04 00:00:00+08:00,BUY,47.4245973739624,45000,3958.768265791512,8743418.914868727,10881484.564962827,
2021-11-19 00:00:00+08:00,SELL,50.67718117904663,45000,11071.697158092213,11012820.370767733,11026174.823834792,0.06858432090495721
2022-02-07 00:00:00+08:00,BUY,42.5105390548706,51000,4021.709547286033,8840761.169422047,11012820.370767733,
2022-03-08 00:00:00+08:00,SELL,38.689032554626465,51000,9579.597905688286,10804322.231802309,10815876.945484059,-0.0898955079189072
2022-04-11 00:00:00+08:00,BUY,37.59647691726684,57000,3975.2634868472087,8657347.784031251,10804322.231802309,
2022-05-18 00:00:00+08:00,SELL,39.62317514419556,57000,10965.119373528958,10904903.64787687,10918129.549015382,0.053906599583481686
2022-06-23 00:00:00+08:00,BUY,34.88311868667602,62000,4011.907480154609,8738138.381822802,10904903.64787687,
2022-07-01 00:00:00+08:00,SELL,31.539300481796264,62000,9493.644838025495,10684081.366856145,10695532.405718066,-0.09585777679210097
2022-07-04 00:00:00+08:00,BUY,31.685500587463377,67000,3938.032440512886,8557214.795055585,10684081.366856145,
2022-11-11 00:00:00+08:00,SELL,36.47120560455322,67000,11863.536115077095,10988922.034445573,11003231.587352948,0.15103769637091816
2022-12-08 00:00:00+08:00,BUY,35.29839331817627,62000,4059.668215523453,8796361.98050312,10988922.034445573,
2023-01-05 00:00:00+08:00,SELL,34.19175668334961,62000,10292.060679255066,10905958.83419154,10918372.905796088,-0.03135090667871318
2023-01-09 00:00:00+08:00,BUY,36.95949184417724,59000,4045.0315848859786,8721303.783800196,10905958.83419154,
2023-01-13 00:00:00+08:00,SELL,37.631653644561766,59000,10779.399028216494,10930791.949801125,10943793.838884424,0.018186445939743553
2023-04-25 00:00:00+08:00,BUY,40.28170035171508,54000,4035.0179242312993,8751545.11288428,10930791.949801125,
2023-05-15 00:00:00+08:00,SELL,39.86965159606934,54000,10452.626558941498,10894053.672513083,10906661.415374514,-0.010229179802440938
2023-05-30 00:00:00+08:00,BUY,42.85640077590942,50000,3974.931171965599,8747258.702545647,10894053.672513083,
2023-06-09 00:00:00+08:00,SELL,43.35099952697754,50000,10523.455135173797,10904285.22375935,10916978.398590568,0.011540837357161902
2023-07-21 00:00:00+08:00,BUY,40.260511428833006,54000,4032.8954298262024,8726184.71117254,10904285.22375935,
2023-09-06 00:00:00+08:00,SELL,41.51348341369629,54000,10883.589946568756,10957029.225565571,10970156.787588555,0.03112161123631323
2023-10-17 00:00:00+08:00,BUY,42.932671733856196,51000,4061.6454093814646,8763401.321729524,10957029.225565571,
2023-10-20 00:00:00+08:00,SELL,43.291363025665284,51000,10719.157941969852,10960541.678096484,10973470.905622346,0.008354739579978846
2024-03-11 00:00:00+08:00,BUY,45.96111447906494,47000,4007.119765857277,8796362.177814575,10960541.678096484,
2024-03-13 00:00:00+08:00,SELL,47.11380400085449,47000,10750.66336593498,10999960.3024888,11012927.53120813,0.025079668647169092
2024-07-30 00:00:00+08:00,BUY,47.01487867736816,46000,4011.7795975398258,8833264.103732325,10999960.3024888,
2024-10-11 00:00:00+08:00,SELL,48.61009749984741,46000,10856.093074640923,11058472.495650666,11071566.891513087,0.03393008484454845
2024-10-28 00:00:00+08:00,BUY,46.3096567955017,47000,4037.5074277158155,8877881.11883437,11058472.495650666,
2024-11-05 00:00:00+08:00,SELL,42.55729558181763,47000,9710.936492337056,10868363.074687462,10880076.206267232,-0.08102761871576993
2024-11-06 00:00:00+08:00,BUY,43.11264202117919,50000,3998.6975474643696,8708732.276081039,10868363.074687462,
2024-12-13 00:00:00+08:00,SELL,38.89746496582031,50000,9442.359620452882,10644163.1647516,10655552.344440414,-0.09777125357541676
2024-12-16 00:00:00+08:00,BUY,38.97533776855468,54000,3904.1595842761217,8535590.765665371,10644163.1647516,
