股票代碼,股票名稱,總報酬率,年化報酬率,夏普比率,最大回撤,交易次數,勝率
2330.TW,台積電,0.00046676653339974584,9.687266813940276e-05,-0.3214725449995007,-0.06947399115314455,17,0.5294117647058824
